game_id,condition,info_condition,risk_condition,matchup,round,num_players,pool_before_regen,pool_after_regen,sustainable_share,total_extraction,pool_after_extraction,pool_collapsed,model_1,extraction_1,belief_1,payoff_1,cumulative_1,raw_output_1,token_usage_1,response_time_1,temperature_1,model_2,extraction_2,belief_2,payoff_2,cumulative_2,raw_output_2,token_usage_2,response_time_2,temperature_2,prompt_version,timestamp
1,ai,full,deterministic,Claude Opus vs GPT-4o,1,2,100,100,2,20,80,0,Claude Opus,10,0.45,10,10,"{""belief"": 0.45, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1838,0.6,GPT-4o,10,0.5,10,10,"{""belief"": 0.50, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",985,0.6,v2.4,2026-06-03T16:55:46.101747
1,ai,full,deterministic,Claude Opus vs GPT-4o,2,2,84,84,2,18,66,0,Claude Opus,8,0.35,8,18,"{""belief"": 0.35, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1572,0.6,GPT-4o,10,0.5,10,20,"{""belief"": 0.50, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",571,0.6,v2.4,2026-06-03T16:55:48.248751
1,ai,full,deterministic,Claude Opus vs GPT-4o,3,2,73,73,2,19,54,0,Claude Opus,10,0.5,10,28,"{""belief"": 0.50, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1507,0.6,GPT-4o,9,0.4,9,29,"{""belief"": 0.40, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",673,0.6,v2.4,2026-06-03T16:55:50.432789
1,ai,full,deterministic,Claude Opus vs GPT-4o,4,2,63,63,2,16,47,0,Claude Opus,8,0.5,8,36,"{""belief"": 0.50, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1027,0.6,GPT-4o,8,0.6,8,37,"{""belief"": 0.60, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",532,0.6,v2.4,2026-06-03T16:55:51.993744
1,ai,full,deterministic,Claude Opus vs GPT-4o,5,2,58,58,2,15,43,0,Claude Opus,7,0.45,7,43,"{""belief"": 0.45, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1577,0.6,GPT-4o,8,0.5,8,45,"{""belief"": 0.50, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",647,0.6,v2.4,2026-06-03T16:55:54.221302
1,ai,full,deterministic,Claude Opus vs GPT-4o,6,2,54,54,2,15,39,0,Claude Opus,7,0.45,7,50,"{""belief"": 0.45, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1068,0.6,GPT-4o,8,0.4,8,53,"{""belief"": 0.40, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",3745,0.6,v2.4,2026-06-03T16:55:59.036547
1,ai,full,deterministic,Claude Opus vs GPT-4o,7,2,51,51,2,13,38,0,Claude Opus,6,0.5,6,56,"{""belief"": 0.50, ""extraction"": 6}","{""prompt"": 0, ""completion"": 0}",1951,0.6,GPT-4o,7,0.4,7,60,"{""belief"": 0.40, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",731,0.6,v2.4,2026-06-03T16:56:01.721755
1,ai,full,deterministic,Claude Opus vs GPT-4o,8,2,50,50,2,13,37,0,Claude Opus,6,0.45,6,62,"{""belief"": 0.45, ""extraction"": 6}","{""prompt"": 0, ""completion"": 0}",1307,0.6,GPT-4o,7,0.4,7,67,"{""belief"": 0.40, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1127,0.6,v2.4,2026-06-03T16:56:04.157502
1,ai,full,deterministic,Claude Opus vs GPT-4o,9,2,50,50,2,14,36,0,Claude Opus,7,0.45,7,69,"{""belief"": 0.45, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1534,0.6,GPT-4o,7,0.4,7,74,"{""belief"": 0.40, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",2864,0.6,v2.4,2026-06-03T16:56:08.558692
1,ai,full,deterministic,Claude Opus vs GPT-4o,10,2,49,49,2,14,35,0,Claude Opus,7,0.4,7,76,"{""belief"": 0.40, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1128,0.6,GPT-4o,7,0.4,7,81,"{""belief"": 0.40, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",715,0.6,v2.4,2026-06-03T16:56:10.403639
1,ai,full,deterministic,Claude Opus vs GPT-4o,11,2,48,48,2,14,34,0,Claude Opus,7,0.35,7,83,"{""belief"": 0.35, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1542,0.6,GPT-4o,7,0.4,7,88,"{""belief"": 0.40, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",706,0.6,v2.4,2026-06-03T16:56:12.654392
1,ai,full,deterministic,Claude Opus vs GPT-4o,12,2,47,47,2,14,33,0,Claude Opus,7,0.35,7,90,"{""belief"": 0.35, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1843,0.6,GPT-4o,7,0.4,7,95,"{""belief"": 0.40, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1948,0.6,v2.4,2026-06-03T16:56:16.446826
1,ai,full,deterministic,Claude Opus vs GPT-4o,13,2,46,46,2,14,32,0,Claude Opus,7,0.35,7,97,"{""belief"": 0.35, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1669,0.6,GPT-4o,7,0.4,7,102,"{""belief"": 0.40, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",680,0.6,v2.4,2026-06-03T16:56:18.798145
