game_id,condition,matchup,round,model_a,action_a,belief_a,payoff_a,cumulative_a,raw_output_a,token_usage_a,response_time_a,temperature_a,prompt_version,model_b,action_b,belief_b,payoff_b,cumulative_b,raw_output_b,token_usage_b,response_time_b,temperature_b,timestamp
1,AI-AI,Claude Opus vs GPT-4o,1,Claude Opus,C,0.55,3,3,"{""belief"": 0.55, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",2474.9,0.7,v3.0,GPT-4o,C,0.5,3,3,"{""belief"": 0.50, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",712.6,0.7,2026-04-22T10:45:37.038340
1,AI-AI,Claude Opus vs GPT-4o,2,Claude Opus,C,0.75,3,6,"{""belief"": 0.75, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",1872.8,0.7,v3.0,GPT-4o,C,0.8,3,6,"{""belief"": 0.80, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",1542.7,0.7,2026-04-22T10:45:40.462293
2,AI-AI,Claude Opus vs Gemini 2.5 Pro,1,Claude Opus,C,0.55,0,0,"{""belief"": 0.55, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",1702.9,0.7,v3.0,Gemini 2.5 Pro,D,0.5,5,5,,{},293.5,0.7,2026-04-22T10:45:42.472200
2,AI-AI,Claude Opus vs Gemini 2.5 Pro,2,Claude Opus,D,0.25,1,1,"{""belief"": 0.25, ""action"": ""DEFECT""}","{""prompt"": 0, ""completion"": 0}",1731.0,0.7,v3.0,Gemini 2.5 Pro,D,0.5,1,6,,{},188.1,0.7,2026-04-22T10:45:44.402352
3,AI-AI,GPT-4o vs Gemini 2.5 Pro,1,GPT-4o,C,0.5,0,0,"{""belief"": 0.50, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",634.7,0.7,v3.0,Gemini 2.5 Pro,D,0.5,5,5,,{},199.4,0.7,2026-04-22T10:45:45.261511
3,AI-AI,GPT-4o vs Gemini 2.5 Pro,2,GPT-4o,D,0.2,1,1,"{""belief"": 0.20, ""action"": ""DEFECT""}","{""prompt"": 0, ""completion"": 0}",545.2,0.7,v3.0,Gemini 2.5 Pro,D,0.5,1,6,,{},181.6,0.7,2026-04-22T10:45:45.994389
4,AI-AI,Claude Opus vs Claude Sonnet,1,Claude Opus,C,0.55,3,3,"{""belief"": 0.55, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",1782.5,0.7,v3.0,Claude Sonnet,C,0.65,3,3,"{""belief"": 0.65, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",1362.5,0.7,2026-04-22T10:45:49.146727
4,AI-AI,Claude Opus vs Claude Sonnet,2,Claude Opus,C,0.75,3,6,"{""belief"": 0.75, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",1778.7,0.7,v3.0,Claude Sonnet,C,0.8,3,6,"{""belief"": 0.80, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",1426.6,0.7,2026-04-22T10:45:52.359244
5,AI-AI,GPT-4o vs GPT-4o-mini,1,GPT-4o,C,0.5,3,3,"{""belief"": 0.50, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",804.6,0.7,v3.0,GPT-4o-mini,C,0.5,3,3,"{""belief"": 0.5, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",900.5,0.7,2026-04-22T10:45:54.070946
5,AI-AI,GPT-4o vs GPT-4o-mini,2,GPT-4o,C,0.7,3,6,"{""belief"": 0.70, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",706.9,0.7,v3.0,GPT-4o-mini,C,0.6,3,6,"{""belief"": 0.6, ""action"": ""COOPERATE""}","{""prompt"": 0, ""completion"": 0}",868.9,0.7,2026-04-22T10:45:55.652724
6,AI-AI,Gemini 2.5 Pro vs Gemini 2.5 Flash,1,Gemini 2.5 Pro,D,0.5,1,1,,{},312.6,0.7,v3.0,Gemini 2.5 Flash,D,0.5,1,1,,{},275.5,0.7,2026-04-22T10:45:56.265381
6,AI-AI,Gemini 2.5 Pro vs Gemini 2.5 Flash,2,Gemini 2.5 Pro,D,0.5,1,2,,{},179.8,0.7,v3.0,Gemini 2.5 Flash,D,0.5,1,2,,{},182.2,0.7,2026-04-22T10:45:56.631859
