game_id,condition,info_condition,risk_condition,matchup,round,num_players,pool_before_regen,pool_after_regen,sustainable_share,total_extraction,pool_after_extraction,pool_collapsed,model_1,extraction_1,belief_1,payoff_1,cumulative_1,raw_output_1,token_usage_1,response_time_1,temperature_1,model_2,extraction_2,belief_2,payoff_2,cumulative_2,raw_output_2,token_usage_2,response_time_2,temperature_2,prompt_version,timestamp
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),1,2,100,100,2,23,77,0,Claude Opus,10,0.45,10,10,"{""belief"": 0.45, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",3103,0.6,Human Prior (Abatayo & Lynham 2022),13,0.58,13,13,"{""belief"": 0.58, ""extraction"": 13}","{""prompt"": 0, ""completion"": 0}",1351,0.6,v2.4,2026-06-08T13:04:15.484698
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),2,2,82,82,2,24,58,0,Claude Opus,12,0.65,12,22,"{""belief"": 0.65, ""extraction"": 12}","{""prompt"": 0, ""completion"": 0}",1958,0.6,Human Prior (Abatayo & Lynham 2022),12,0.5,12,25,"{""belief"": 0.50, ""extraction"": 12}","{""prompt"": 0, ""completion"": 0}",1408,0.6,v2.4,2026-06-08T13:04:18.851953
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),3,2,66,66,2,21,45,0,Claude Opus,10,0.7,10,32,"{""belief"": 0.70, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1934,0.6,Human Prior (Abatayo & Lynham 2022),11,0.55,11,36,"{""belief"": 0.55, ""extraction"": 11}","{""prompt"": 0, ""completion"": 0}",1994,0.6,v2.4,2026-06-08T13:04:22.782514
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),4,2,56,56,2,18,38,0,Claude Opus,8,0.72,8,40,"{""belief"": 0.72, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1907,0.6,Human Prior (Abatayo & Lynham 2022),10,0.45,10,46,"{""belief"": 0.45, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",5737,0.6,v2.4,2026-06-08T13:04:30.429967
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),5,2,50,50,2,17,33,0,Claude Opus,8,0.7,8,48,"{""belief"": 0.70, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",2456,0.6,Human Prior (Abatayo & Lynham 2022),9,0.4,9,55,"{""belief"": 0.40, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",1432,0.6,v2.4,2026-06-08T13:04:34.320059
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),6,2,46,46,2,17,29,0,Claude Opus,7,0.68,7,55,"{""belief"": 0.68, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",3774,0.6,Human Prior (Abatayo & Lynham 2022),10,0.42,10,65,"{""belief"": 0.42, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",2407,0.6,v2.4,2026-06-08T13:04:40.503154
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),7,2,43,43,2,17,26,0,Claude Opus,8,0.75,8,63,"{""belief"": 0.75, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1497,0.6,Human Prior (Abatayo & Lynham 2022),9,0.4,9,74,"{""belief"": 0.40, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",1888,0.6,v2.4,2026-06-08T13:04:43.889405
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),8,2,41,41,2,18,23,0,Claude Opus,8,0.73,8,71,"{""belief"": 0.73, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",3636,0.6,Human Prior (Abatayo & Lynham 2022),10,0.45,10,84,"{""belief"": 0.45, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1789,0.6,v2.4,2026-06-08T13:04:49.317225
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),9,2,38,38,2,16,22,0,Claude Opus,7,0.75,7,78,"{""belief"": 0.75, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",2612,0.6,Human Prior (Abatayo & Lynham 2022),9,0.45,9,93,"{""belief"": 0.45, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",1332,0.6,v2.4,2026-06-08T13:04:53.264645
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),10,2,38,38,2,18,20,0,Claude Opus,9,0.75,9,87,"{""belief"": 0.75, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",2250,0.6,Human Prior (Abatayo & Lynham 2022),9,0.42,9,102,"{""belief"": 0.42, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",1192,0.6,v2.4,2026-06-08T13:04:56.709086
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),11,2,36,36,2,18,18,0,Claude Opus,8,0.72,8,95,"{""belief"": 0.72, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1366,0.6,Human Prior (Abatayo & Lynham 2022),10,0.5,10,112,"{""belief"": 0.50, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1367,0.6,v2.4,2026-06-08T13:04:59.444895
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),12,2,34,34,2,17,17,0,Claude Opus,8,0.75,8,103,"{""belief"": 0.75, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1805,0.6,Human Prior (Abatayo & Lynham 2022),9,0.48,9,121,"{""belief"": 0.48, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",4100,0.6,v2.4,2026-06-08T13:05:05.352107
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),13,2,34,34,2,19,15,0,Claude Opus,9,0.74,9,112,"{""belief"": 0.74, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",8185,0.6,Human Prior (Abatayo & Lynham 2022),10,0.5,10,131,"{""belief"": 0.50, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1350,0.6,v2.4,2026-06-08T13:05:14.888002
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),14,2,32,32,2,19,13,0,Claude Opus,9,0.76,9,121,"{""belief"": 0.76, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",15650,0.6,Human Prior (Abatayo & Lynham 2022),10,0.52,10,141,"{""belief"": 0.52, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1430,0.6,v2.4,2026-06-08T13:05:31.969673
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),15,2,13,13,2,11,2,0,Claude Opus,5,0.8,5,126,"{""belief"": 0.80, ""extraction"": 5}","{""prompt"": 0, ""completion"": 0}",2460,0.6,Human Prior (Abatayo & Lynham 2022),6,0.55,6,147,"{""belief"": 0.55, ""extraction"": 6}","{""prompt"": 0, ""completion"": 0}",1840,0.6,v2.4,2026-06-08T13:05:36.270892
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),16,2,2,2,2,2,0,1,Claude Opus,1,0.6,0,126,"{""belief"": 0.60, ""extraction"": 1}","{""prompt"": 0, ""completion"": 0}",2254,0.6,Human Prior (Abatayo & Lynham 2022),1,0.55,0,147,"{""belief"": 0.55, ""extraction"": 1}","{""prompt"": 0, ""completion"": 0}",1435,0.6,v2.4,2026-06-08T13:05:39.962029
