game_id,condition,info_condition,risk_condition,matchup,round,num_players,pool_before_regen,pool_after_regen,sustainable_share,total_extraction,pool_after_extraction,pool_collapsed,model_1,extraction_1,belief_1,payoff_1,cumulative_1,raw_output_1,token_usage_1,response_time_1,temperature_1,model_2,extraction_2,belief_2,payoff_2,cumulative_2,raw_output_2,token_usage_2,response_time_2,temperature_2,prompt_version,timestamp
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),1,2,100,100,2,22,78,0,Claude Opus,10,0.45,10,10,"{""belief"": 0.45, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1357,0.6,Human Prior (Abatayo & Lynham 2022),12,0.58,12,12,"{""belief"": 0.58, ""extraction"": 12}","{""prompt"": 0, ""completion"": 0}",1603,0.6,v2.4,2026-06-03T17:50:12.420805
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),2,2,82,82,2,23,59,0,Claude Opus,12,0.6,12,22,"{""belief"": 0.60, ""extraction"": 12}","{""prompt"": 0, ""completion"": 0}",1092,0.6,Human Prior (Abatayo & Lynham 2022),11,0.55,11,23,"{""belief"": 0.55, ""extraction"": 11}","{""prompt"": 0, ""completion"": 0}",1768,0.6,v2.4,2026-06-03T17:50:15.282653
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),3,2,67,67,2,20,47,0,Claude Opus,10,0.65,10,32,"{""belief"": 0.65, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1032,0.6,Human Prior (Abatayo & Lynham 2022),10,0.6,10,33,"{""belief"": 0.60, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1311,0.6,v2.4,2026-06-03T17:50:17.629483
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),4,2,58,58,2,17,41,0,Claude Opus,8,0.6,8,40,"{""belief"": 0.60, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1169,0.6,Human Prior (Abatayo & Lynham 2022),9,0.55,9,42,"{""belief"": 0.55, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",1286,0.6,v2.4,2026-06-03T17:50:20.086754
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),5,2,53,53,2,17,36,0,Claude Opus,8,0.55,8,48,"{""belief"": 0.55, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1043,0.6,Human Prior (Abatayo & Lynham 2022),9,0.5,9,51,"{""belief"": 0.50, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",1442,0.6,v2.4,2026-06-03T17:50:22.575046
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),6,2,49,49,2,15,34,0,Claude Opus,7,0.55,7,55,"{""belief"": 0.55, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1577,0.6,Human Prior (Abatayo & Lynham 2022),8,0.5,8,59,"{""belief"": 0.50, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1079,0.6,v2.4,2026-06-03T17:50:25.233168
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),7,2,47,47,2,16,31,0,Claude Opus,7,0.55,7,62,"{""belief"": 0.55, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1664,0.6,Human Prior (Abatayo & Lynham 2022),9,0.5,9,68,"{""belief"": 0.50, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",1362,0.6,v2.4,2026-06-03T17:50:28.261019
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),8,2,45,45,2,16,29,0,Claude Opus,8,0.6,8,70,"{""belief"": 0.60, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1444,0.6,Human Prior (Abatayo & Lynham 2022),8,0.5,8,76,"{""belief"": 0.50, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",2066,0.6,v2.4,2026-06-03T17:50:31.773781
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),9,2,43,43,2,15,28,0,Claude Opus,7,0.55,7,77,"{""belief"": 0.55, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1167,0.6,Human Prior (Abatayo & Lynham 2022),8,0.52,8,84,"{""belief"": 0.52, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1283,0.6,v2.4,2026-06-03T17:50:34.225604
1,human_prior,full,deterministic,Claude Opus vs Human Prior (Abatayo & Lynham 2022),10,2,42,42,2,16,26,0,Claude Opus,7,0.55,7,84,"{""belief"": 0.55, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1786,0.6,Human Prior (Abatayo & Lynham 2022),9,0.52,9,93,"{""belief"": 0.52, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",1321,0.6,v2.4,2026-06-03T17:50:37.334804
