game_id,condition,matchup,round,num_players,pool_before_regen,pool_after_regen,sustainable_share,total_extraction,pool_after_extraction,pool_collapsed,model_1,extraction_1,belief_1,payoff_1,cumulative_1,raw_output_1,token_usage_1,response_time_1,temperature_1,model_2,extraction_2,belief_2,payoff_2,cumulative_2,raw_output_2,token_usage_2,response_time_2,temperature_2,prompt_version,timestamp
1,ai,Claude Opus vs GPT-4o,1,2,100.0,100.0,10.0,20,80.0,0,Claude Opus,10,0.45,10,10,"{""belief"": 0.45, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1617.5,0.6,GPT-4o,10,0.5,10,10,"{""belief"": 0.50, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1330.4,0.6,v2.3,2026-06-01T17:03:05.293048
1,ai,Claude Opus vs GPT-4o,2,2,84.0,84.0,10.0,20,64.0,0,Claude Opus,10,0.35,10,20,"{""belief"": 0.35, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",1970.0,0.6,GPT-4o,10,0.5,10,20,"{""belief"": 0.50, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",650.2,0.6,v2.3,2026-06-01T17:03:07.914458
1,ai,Claude Opus vs GPT-4o,3,2,71.0,71.0,10.0,18,53.0,0,Claude Opus,8,0.4,8,28,"{""belief"": 0.40, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1922.9,0.6,GPT-4o,10,0.5,10,30,"{""belief"": 0.50, ""extraction"": 10}","{""prompt"": 0, ""completion"": 0}",2524.3,0.6,v2.3,2026-06-01T17:03:12.362871
1,ai,Claude Opus vs GPT-4o,4,2,62.0,62.0,10.0,17,45.0,0,Claude Opus,8,0.5,8,36,"{""belief"": 0.50, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1536.1,0.6,GPT-4o,9,0.4,9,39,"{""belief"": 0.40, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",707.8,0.6,v2.3,2026-06-01T17:03:14.610039
1,ai,Claude Opus vs GPT-4o,5,2,56.0,56.0,10.0,16,40.0,0,Claude Opus,7,0.5,7,43,"{""belief"": 0.50, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1524.5,0.6,GPT-4o,9,0.4,9,48,"{""belief"": 0.40, ""extraction"": 9}","{""prompt"": 0, ""completion"": 0}",643.5,0.6,v2.3,2026-06-01T17:03:16.781638
1,ai,Claude Opus vs GPT-4o,6,2,52.0,52.0,10.0,16,36.0,0,Claude Opus,8,0.55,8,51,"{""belief"": 0.55, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1615.3,0.6,GPT-4o,8,0.3,8,56,"{""belief"": 0.30, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",786.1,0.6,v2.3,2026-06-01T17:03:19.185279
1,ai,Claude Opus vs GPT-4o,7,2,49.0,49.0,10.0,15,34.0,0,Claude Opus,7,0.45,7,58,"{""belief"": 0.45, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1461.9,0.6,GPT-4o,8,0.3,8,64,"{""belief"": 0.30, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",716.0,0.6,v2.3,2026-06-01T17:03:21.365885
1,ai,Claude Opus vs GPT-4o,8,2,47.0,47.0,10.0,15,32.0,0,Claude Opus,7,0.45,7,65,"{""belief"": 0.45, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",2457.5,0.6,GPT-4o,8,0.3,8,72,"{""belief"": 0.30, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",1228.7,0.6,v2.3,2026-06-01T17:03:25.054077
1,ai,Claude Opus vs GPT-4o,9,2,46.0,46.0,10.0,15,31.0,0,Claude Opus,7,0.45,7,72,"{""belief"": 0.45, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1668.6,0.6,GPT-4o,8,0.3,8,80,"{""belief"": 0.30, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",684.9,0.6,v2.3,2026-06-01T17:03:27.409131
1,ai,Claude Opus vs GPT-4o,10,2,45.0,45.0,10.0,15,30.0,0,Claude Opus,7,0.45,7,79,"{""belief"": 0.45, ""extraction"": 7}","{""prompt"": 0, ""completion"": 0}",1740.0,0.6,GPT-4o,8,0.3,8,88,"{""belief"": 0.30, ""extraction"": 8}","{""prompt"": 0, ""completion"": 0}",703.0,0.6,v2.3,2026-06-01T17:03:29.853917
